experiment_id,exp_title,gene_mutation,gene_deletion,protein_depletion,stress_condition,time_series,chip_input,antibody_control,chip_target,mutation,deletion,depletion,stress,time_point,project_id,model_summary,model_annotation,warning,sample,perturbation,control
SRX717507,h4r3me2s_30,False,False,False,True,True,False,False,H4R3me2s,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me2s-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717506,h4r3me2s_60,False,False,False,True,True,False,False,H4R3me2s,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me2s-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717505,h4r3me_0,False,False,False,False,True,False,False,H4R3me,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-WT-0_min,none,Input-WT-0_min
SRX717504,h4r3me_4,False,False,False,True,True,False,False,H4R3me,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717503,h4r3me_8,False,False,False,True,True,False,False,H4R3me,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717502,h4r3me_15,False,False,False,True,True,False,False,H4R3me,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717501,h4r3me_30,False,False,False,True,True,False,False,H4R3me,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717500,h4r3me_60,False,False,False,True,True,False,False,H4R3me,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4R3me-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717499,h4k8ac_0,False,False,False,False,True,False,False,H4K8ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-WT-0_min,none,Input-WT-0_min
SRX717498,h4k8ac_4,False,False,False,True,True,False,False,H4K8ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717497,h4k8ac_8,False,False,False,True,True,False,False,H4K8ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717496,h4k8ac_15,False,False,False,True,True,False,False,H4K8ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717495,h4k8ac_30,False,False,False,True,True,False,False,H4K8ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717494,h4k8ac_60,False,False,False,True,True,False,False,H4K8ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K8ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717493,h4k5ac_0,False,False,False,False,True,False,False,H4K5ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-WT-0_min,none,Input-WT-0_min
SRX717492,h4k5ac_4,False,False,False,True,True,False,False,H4K5ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717491,h4k5ac_8,False,False,False,True,True,False,False,H4K5ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717490,h4k5ac_15,False,False,False,True,True,False,False,H4K5ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717489,h4k5ac_30,False,False,False,True,True,False,False,H4K5ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717488,h4k5ac_60,False,False,False,True,True,False,False,H4K5ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K5ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717487,h4k20me_0,False,False,False,False,True,False,False,H4K20me,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-WT-0_min,none,Input-WT-0_min
SRX717486,h4k20me_4,False,False,False,True,True,False,False,H4K20me,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717485,h4k20me_8,False,False,False,True,True,False,False,H4K20me,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717484,h4k20me_15,False,False,False,True,True,False,False,H4K20me,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717483,h4k20me_30,False,False,False,True,True,False,False,H4K20me,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717482,h4k20me_60,False,False,False,True,True,False,False,H4K20me,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K20me-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717481,h4k16ac_0,False,False,False,False,True,False,False,H4K16ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-WT-0_min,none,Input-WT-0_min
SRX717480,h4k16ac_4,False,False,False,True,True,False,False,H4K16ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717479,h4k16ac_8,False,False,False,True,True,False,False,H4K16ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717478,h4k16ac_15,False,False,False,True,True,False,False,H4K16ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717477,h4k16ac_30,False,False,False,True,True,False,False,H4K16ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717476,h4k16ac_60,False,False,False,True,True,False,False,H4K16ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K16ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717475,h4k12ac_0,False,False,False,False,True,False,False,H4K12ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-WT-0_min,none,Input-WT-0_min
SRX717474,h4k12ac_4,False,False,False,True,True,False,False,H4K12ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717473,h4k12ac_8,False,False,False,True,True,False,False,H4K12ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717472,h4k12ac_15,False,False,False,True,True,False,False,H4K12ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717471,h4k12ac_30,False,False,False,True,True,False,False,H4K12ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717470,h4k12ac_60,False,False,False,True,True,False,False,H4K12ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H4K12ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717469,h3s10ph_0,False,False,False,False,True,False,False,H3S10ph,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-WT-0_min,none,Input-WT-0_min
SRX717468,h3s10ph_4,False,False,False,True,True,False,False,H3S10ph,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717467,h3s10ph_8,False,False,False,True,True,False,False,H3S10ph,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717466,h3s10ph_15,False,False,False,True,True,False,False,H3S10ph,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717465,h3s10ph_30,False,False,False,True,True,False,False,H3S10ph,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717464,h3s10ph_60,False,False,False,True,True,False,False,H3S10ph,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3S10ph-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717463,h3k9ac_0,False,False,False,False,True,False,False,H3K9ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-WT-0_min,none,Input-WT-0_min
SRX717462,h3k9ac_4,False,False,False,True,True,False,False,H3K9ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717461,h3k9ac_8,False,False,False,True,True,False,False,H3K9ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717460,h3k9ac_15,False,False,False,True,True,False,False,H3K9ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717459,h3k9ac_30,False,False,False,True,True,False,False,H3K9ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717458,h3k9ac_60,False,False,False,True,True,False,False,H3K9ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K9ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717457,h3k79me3_0,False,False,False,False,True,False,False,H3K79me3,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-WT-0_min,none,Input-WT-0_min
SRX717456,h3k79me3_4,False,False,False,True,True,False,False,H3K79me3,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717455,h3k79me3_8,False,False,False,True,True,False,False,H3K79me3,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717454,h3k79me3_15,False,False,False,True,True,False,False,H3K79me3,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717453,h3k79me3_30,False,False,False,True,True,False,False,H3K79me3,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717452,h3k79me3_60,False,False,False,True,True,False,False,H3K79me3,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me3-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717451,h3k79me_0,False,False,False,False,True,False,False,H3K79me,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-WT-0_min,none,Input-WT-0_min
SRX717450,h3k79me_4,False,False,False,True,True,False,False,H3K79me,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717449,h3k79me_8,False,False,False,True,True,False,False,H3K79me,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717448,h3k79me_15,False,False,False,True,True,False,False,H3K79me,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717447,h3k79me_30,False,False,False,True,True,False,False,H3K79me,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717446,h3k79me_60,False,False,False,True,True,False,False,H3K79me,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K79me-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717445,h3k56ac_0,False,False,False,False,True,False,False,H3K56ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-WT-0_min,none,Input-WT-0_min
SRX717444,h3k56ac_4,False,False,False,True,True,False,False,H3K56ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717443,h3k56ac_8,False,False,False,True,True,False,False,H3K56ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717442,h3k56ac_15,False,False,False,True,True,False,False,H3K56ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717441,h3k56ac_30,False,False,False,True,True,False,False,H3K56ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717440,h3k56ac_60,False,False,False,True,True,False,False,H3K56ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717439,h3k4me3_0,False,False,False,False,True,False,False,H3K4me3,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-WT-0_min,none,Input-WT-0_min
SRX717438,h3k4me3_4,False,False,False,True,True,False,False,H3K4me3,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717437,h3k4me3_8,False,False,False,True,True,False,False,H3K4me3,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
